1,1,2024-01-02,1,Male,Graduate,0,1,0,5139,Urban,0
2,2,2024-01-03,0,Male,Graduate,1,0,0,4583,Rural,128
3,3,2024-01-04,1,Male,Graduate,0,0,1,3000,Urban,66
4,4,2024-01-05,1,Male,Not Graduate,0,0,0,2583,Urban,120
5,5,2024-01-06,1,Male,Graduate,0,1,0,6000,Urban,141
6,6,2024-01-07,1,Male,Graduate,2,0,1,5417,Urban,267
7,7,2024-01-08,1,Male,Not Graduate,0,0,0,2333,Urban,95
8,8,2024-01-09,0,Male,Graduate,3,0,0,3036,Semiurban,158
9,9,2024-01-10,1,Male,Graduate,2,0,0,4006,Urban,168
10,10,2024-01-11,0,Male,Graduate,1,0,0,12841,Semiurban,349
11,11,2024-01-12,1,Male,Graduate,2,0,0,3200,Urban,70
12,12,2024-01-13,1,Male,Graduate,2,0,0,2500,Urban,109
13,13,2024-01-14,1,Male,Graduate,2,0,0,3073,Urban,200
14,14,2024-01-15,0,Male,Graduate,0,1,0,1853,Rural,114
15,15,2024-01-16,1,Male,Graduate,2,0,0,1299,Urban,17
16,16,2024-01-17,1,Male,Graduate,0,1,0,4950,Urban,125
17,17,2024-01-18,1,Male,Not Graduate,1,1,0,3596,Urban,100
18,18,2024-01-19,0,Female,Graduate,0,1,0,3510,Urban,76
19,19,2024-01-20,0,Male,Not Graduate,0,0,0,4887,Rural,133
20,20,2024-01-21,1,Male,Graduate,0,0,0,2600,Urban,115
21,21,2024-01-22,0,Male,Not Graduate,0,0,0,7660,Urban,104
22,22,2024-01-23,1,Male,Graduate,1,0,0,5955,Urban,315
23,23,2024-01-24,0,Male,Not Graduate,0,0,0,2600,Semiurban,116
24,24,2024-01-25,0,,Not Graduate,2,0,0,3365,Rural,112
25,25,2024-01-26,0,Male,Graduate,1,0,0,3717,Semiurban,151
26,26,2024-01-27,1,Male,Graduate,0,0,1,9560,Semiurban,191
27,27,2024-01-28,1,Male,Graduate,0,0,0,2799,Semiurban,122
28,28,2024-01-29,1,Male,Not Graduate,2,0,0,4226,Urban,110
29,29,2024-01-30,0,Male,Not Graduate,0,1,0,1442,Urban,35
30,30,2024-01-31,1,Female,Graduate,2,1,0,3750,Semiurban,120
31,31,2024-02-01,0,Male,Graduate,1,0,0,4166,Urban,201
32,32,2024-02-02,0,Male,Graduate,0,1,0,3167,Urban,74
33,33,2024-02-03,0,Male,Graduate,1,1,1,4692,Rural,106
34,34,2024-02-04,1,Male,Graduate,0,0,0,3500,Semiurban,114
35,35,2024-02-05,0,Male,Graduate,3,1,0,12500,Rural,320
36,36,2024-02-06,1,Male,Graduate,0,0,0,2275,Urban,
37,37,2024-02-07,0,Male,Graduate,0,0,0,1828,Urban,100
38,38,2024-02-08,1,Female,Graduate,0,0,0,3667,Semiurban,144
39,39,2024-02-09,1,Male,Graduate,0,1,0,4166,Urban,184
40,40,2024-02-10,1,Male,Not Graduate,0,1,0,3748,Semiurban,110
41,41,2024-02-11,0,Male,Graduate,0,1,0,3600,Urban,80
42,42,2024-02-12,1,Male,Graduate,0,1,0,1800,Urban,47
43,43,2024-02-13,1,Male,Graduate,0,0,0,2400,Urban,75
44,44,2024-02-14,1,Male,Graduate,0,0,0,3941,Semiurban,134
45,45,2024-02-15,1,Male,Not Graduate,0,0,1,4695,Urban,96
46,46,2024-02-16,1,Female,Graduate,0,1,0,3410,Urban,88
47,47,2024-02-17,1,Male,Graduate,1,0,0,5649,Urban,44
48,48,2024-02-18,1,Male,Graduate,0,0,0,5821,Urban,144
49,49,2024-02-19,0,Female,Graduate,0,0,0,2645,Urban,120
50,50,2024-02-20,1,Female,Graduate,0,1,0,4000,Semiurban,144
51,51,2024-02-21,1,Female,Not Graduate,0,0,0,1928,Semiurban,100
52,52,2024-02-22,1,Female,Graduate,0,1,0,3086,Semiurban,120
53,53,2024-02-23,0,Female,Graduate,0,1,0,4230,Semiurban,112
54,54,2024-02-24,0,Male,Graduate,2,0,0,4616,Urban,134
55,55,2024-02-25,0,Female,Graduate,1,0,1,11500,Urban,286
56,56,2024-02-26,1,Male,Graduate,2,0,0,2708,Semiurban,97
57,57,2024-02-27,1,Male,Graduate,0,0,0,2132,Semiurban,96
58,58,2024-02-28,0,Male,Graduate,0,0,0,3366,Rural,135
59,59,2024-02-29,1,Male,Graduate,1,0,0,8080,Urban,180
60,60,2024-03-01,1,Male,Not Graduate,2,0,0,3357,Urban,144
61,61,2024-03-02,1,Male,Graduate,0,0,0,2500,Urban,120
62,62,2024-03-03,1,Male,Graduate,3,0,0,3029,Urban,99
63,63,2024-03-04,0,Male,Not Graduate,0,0,1,2609,Rural,165
64,64,2024-03-05,0,Male,Graduate,1,0,0,4945,Rural,
65,65,2024-03-06,0,Female,Graduate,0,1,0,4166,Semiurban,116
66,66,2024-03-07,0,Male,Graduate,0,0,0,5726,Semiurban,258
67,67,2024-03-08,0,Male,Not Graduate,0,1,0,3200,Urban,126
68,68,2024-03-09,1,Male,Graduate,1,0,0,10750,Urban,312
69,69,2024-03-10,1,Male,Not Graduate,3,0,1,7100,Urban,125
70,70,2024-03-11,0,Female,Graduate,0,1,0,4300,Semiurban,136
71,71,2024-03-12,1,Male,Graduate,0,0,0,3208,Urban,172
72,72,2024-03-13,1,Male,Not Graduate,2,0,1,1875,Semiurban,97
73,73,2024-03-14,1,Male,Graduate,0,1,0,3500,Semiurban,81
74,74,2024-03-15,0,Male,Not Graduate,3,0,0,4755,Semiurban,95
75,75,2024-03-16,1,Male,Graduate,3,0,1,5266,Semiurban,187
76,76,2024-03-17,0,Male,Graduate,0,1,0,3750,Urban,113
77,77,2024-03-18,0,Male,Graduate,0,1,0,3750,Urban,176
78,78,2024-03-19,0,Male,Graduate,1,0,1,1000,Urban,110
79,79,2024-03-20,0,Male,Graduate,3,0,0,3167,Semiurban,180
80,80,2024-03-21,1,Male,Not Graduate,3,0,1,3333,Semiurban,130
81,81,2024-03-22,1,Female,Graduate,0,1,0,3846,Semiurban,111
82,82,2024-03-23,1,Male,Graduate,1,0,1,2395,Semiurban,
83,83,2024-03-24,0,Female,Graduate,2,0,0,1378,Urban,167
84,84,2024-03-25,0,Male,Graduate,0,0,0,6000,Semiurban,265
85,85,2024-03-26,1,Male,Graduate,1,0,0,3988,Urban,50
86,86,2024-03-27,1,Male,Graduate,0,1,0,2366,Semiurban,136
87,87,2024-03-28,1,Male,Not Graduate,2,0,0,3333,Semiurban,99
88,88,2024-03-29,1,Male,Graduate,0,0,0,2500,Semiurban,104
89,89,2024-03-30,1,Male,Graduate,0,1,0,8566,Urban,210
90,90,2024-03-31,1,Male,Graduate,0,0,0,5695,Semiurban,175
91,91,2024-04-01,1,Male,Graduate,0,0,0,2958,Semiurban,131
92,92,2024-04-02,1,Male,Graduate,2,0,0,6250,Semiurban,188
93,93,2024-04-03,1,Male,Not Graduate,2,0,0,3273,Urban,81
94,94,2024-04-04,1,Male,Graduate,0,1,0,4133,Semiurban,122
95,95,2024-04-05,1,Male,Not Graduate,0,1,0,3620,Semiurban,25
96,96,2024-04-06,0,Male,Graduate,0,1,0,6782,Urban,
97,97,2024-04-07,1,Female,Graduate,0,0,0,2484,Semiurban,137
98,98,2024-04-08,1,Male,Graduate,0,0,0,1977,Semiurban,50
99,99,2024-04-09,1,Male,Not Graduate,0,0,0,4188,Semiurban,115
100,100,2024-04-10,1,Male,Graduate,0,0,0,1759,Semiurban,131
101,101,2024-04-11,1,Male,Not Graduate,2,0,0,4288,Urban,133
102,102,2024-04-12,1,Male,Graduate,0,1,0,4843,Semiurban,151
103,103,2024-04-13,1,Male,Graduate,,0,0,13650,Urban,
104,104,2024-04-14,1,Male,Graduate,0,0,0,4652,Semiurban,
105,105,2024-04-15,1,Male,Graduate,,0,0,3816,Urban,160
106,106,2024-04-16,1,Male,Graduate,1,0,0,3052,Urban,100
107,107,2024-04-17,1,Male,Graduate,2,0,0,11417,Urban,225
108,108,2024-04-18,0,Male,Not Graduate,0,1,0,7333,Rural,120
109,109,2024-04-19,0,Male,Graduate,2,0,0,3800,Urban,216
110,110,2024-04-20,1,Male,Not Graduate,3,0,0,2071,Semiurban,94
111,111,2024-04-21,1,Male,Graduate,0,1,0,5316,Urban,136
112,112,2024-04-22,1,Female,Graduate,0,0,0,2929,Semiurban,139
113,113,2024-04-23,0,Male,Not Graduate,0,0,0,3572,Rural,152
114,114,2024-04-24,1,Female,Graduate,1,1,1,7451,Semiurban,
115,115,2024-04-25,1,Male,Graduate,0,1,0,5050,Semiurban,118
116,116,2024-04-26,1,Male,Graduate,1,0,0,14583,Rural,185
117,117,2024-04-27,1,Female,Graduate,0,0,0,3167,Semiurban,154
118,118,2024-04-28,1,Male,Graduate,1,0,0,2214,Urban,85
119,119,2024-04-29,0,Male,Graduate,0,0,0,5568,Rural,175
120,120,2024-04-30,1,Female,Graduate,0,1,0,10408,Urban,259
121,121,2024-05-01,1,Male,Graduate,,0,0,5667,Rural,180
122,122,2024-05-02,1,Female,Graduate,0,1,0,4166,Semiurban,44
123,123,2024-05-03,1,Female,Graduate,0,1,0,2137,Semiurban,137
124,124,2024-05-04,1,Male,Graduate,2,0,0,2957,Semiurban,81
125,125,2024-05-05,1,Male,Not Graduate,0,0,0,4300,Rural,194
126,126,2024-05-06,1,Female,Graduate,0,1,0,3692,Rural,93
127,127,2024-05-07,1,,Graduate,3,0,0,23803,Rural,370
128,128,2024-05-08,1,Male,Graduate,0,1,0,3865,Rural,
129,129,2024-05-09,0,Male,Graduate,1,0,1,10513,Urban,160
130,130,2024-05-10,0,Male,Graduate,0,0,0,6080,Rural,182
131,131,2024-05-11,1,Male,Graduate,0,1,1,20166,Urban,650
132,132,2024-05-12,1,Male,Graduate,0,1,0,2014,Urban,74
133,133,2024-05-13,1,Male,Graduate,0,1,0,2718,Semiurban,70
134,134,2024-05-14,1,Male,Graduate,0,0,1,3459,Semiurban,25
135,135,2024-05-15,1,Male,Graduate,0,1,0,4895,Semiurban,102
136,136,2024-05-16,0,Male,Graduate,3,0,0,4000,Semiurban,290
137,137,2024-05-17,0,Female,Graduate,0,0,0,4583,Rural,84
138,138,2024-05-18,1,Male,Graduate,2,0,1,3316,Urban,88
139,139,2024-05-19,0,Male,Graduate,0,1,0,14999,Semiurban,242
140,140,2024-05-20,0,Male,Not Graduate,2,0,0,4200,Rural,129
141,141,2024-05-21,0,Male,Graduate,2,0,0,5042,Rural,185
142,142,2024-05-22,1,Male,Graduate,0,1,0,5417,Urban,168
143,143,2024-05-23,1,Male,Graduate,0,1,1,6950,Semiurban,175
144,144,2024-05-24,1,Male,Graduate,0,0,0,2698,Semiurban,122
145,145,2024-05-25,1,Male,Graduate,2,0,0,11757,Urban,187
146,146,2024-05-26,1,Female,Graduate,0,0,0,2330,Semiurban,100
147,147,2024-05-27,1,Female,Graduate,2,0,0,14866,Urban,70
148,148,2024-05-28,1,Male,Graduate,1,0,0,1538,Urban,30
149,149,2024-05-29,0,Female,Graduate,0,1,0,10000,Rural,225
150,150,2024-05-30,1,Male,Graduate,0,0,0,4860,Semiurban,125
151,151,2024-05-31,0,Male,Graduate,0,1,0,6277,Rural,118
152,152,2024-06-01,1,Male,Graduate,0,0,1,2577,Rural,152
153,153,2024-06-02,0,Male,Graduate,0,1,0,9166,Urban,244
154,154,2024-06-03,0,Male,Not Graduate,2,0,0,2281,Rural,113
155,155,2024-06-04,1,Male,Graduate,0,1,0,3254,Urban,50
156,156,2024-06-05,1,Male,Graduate,3,0,0,39999,Semiurban,600
157,157,2024-06-06,1,Male,Graduate,1,0,0,6000,Rural,160
158,158,2024-06-07,1,Male,Graduate,1,0,0,9538,Urban,187
159,159,2024-06-08,1,Male,Graduate,0,1,0,2980,Rural,120
160,160,2024-06-09,1,Male,Graduate,0,0,0,4583,Semiurban,255
161,161,2024-06-10,1,Male,Not Graduate,0,0,0,1863,Semiurban,98
162,162,2024-06-11,0,Male,Graduate,0,0,0,7933,Urban,275
163,163,2024-06-12,0,Male,Graduate,1,0,0,3089,Semiurban,121
164,164,2024-06-13,1,Male,Graduate,2,0,0,4167,Rural,158
165,165,2024-06-14,1,Male,Graduate,0,0,0,9323,Urban,75
166,166,2024-06-15,1,Male,Graduate,0,0,0,3707,Rural,182
167,167,2024-06-16,0,Female,Graduate,0,0,0,4583,Rural,112
168,168,2024-06-17,1,Male,Graduate,0,0,0,2439,Rural,129
169,169,2024-06-18,0,Male,Graduate,0,1,0,2237,Semiurban,63
170,170,2024-06-19,1,Male,Graduate,2,0,0,8000,Semiurban,200
171,171,2024-06-20,1,Male,Not Graduate,0,0,0,1820,Rural,95
172,172,2024-06-21,1,,Graduate,3,0,0,51763,Urban,700
173,173,2024-06-22,0,Male,Not Graduate,3,0,0,3522,Rural,81
174,174,2024-06-23,1,Male,Graduate,0,0,0,5708,Semiurban,187
175,175,2024-06-24,0,Male,Not Graduate,0,0,1,4344,Semiurban,87
176,176,2024-06-25,1,Male,Graduate,0,0,0,3497,Rural,116
177,177,2024-06-26,1,Male,Graduate,2,0,0,2045,Rural,101
178,178,2024-06-27,0,Male,Graduate,3,0,0,5516,Semiurban,495
179,179,2024-06-28,1,Male,Graduate,1,0,0,3750,Semiurban,116
180,180,2024-06-29,0,Male,Not Graduate,0,1,0,2333,Urban,102
181,181,2024-06-30,0,Male,Graduate,1,0,0,6400,Urban,180
182,182,2024-07-01,0,Male,Graduate,0,1,0,1916,Rural,67
183,183,2024-07-02,1,Male,Graduate,0,0,0,4600,Semiurban,73
184,184,2024-07-03,0,Male,Graduate,1,0,0,33846,Semiurban,260
185,185,2024-07-04,1,Female,Graduate,0,0,0,3625,Semiurban,108
186,186,2024-07-05,1,Male,Graduate,0,0,1,39147,Semiurban,120
187,187,2024-07-06,0,Male,Graduate,1,0,1,2178,Rural,66
188,188,2024-07-07,1,Male,Graduate,0,0,0,2383,Rural,58
189,189,2024-07-08,1,,Graduate,0,0,1,674,Rural,168
190,190,2024-07-09,1,Male,Graduate,0,0,0,9328,Rural,188
191,191,2024-07-10,1,Male,Not Graduate,0,1,0,4885,Rural,48
192,192,2024-07-11,0,Male,Graduate,0,1,0,12000,Semiurban,164
193,193,2024-07-12,0,Male,Not Graduate,0,0,0,6033,Urban,160
194,194,2024-07-13,1,Male,Graduate,0,1,0,3858,Semiurban,76
195,195,2024-07-14,1,Male,Graduate,0,1,0,4191,Rural,120
196,196,2024-07-15,0,Male,Graduate,1,0,0,3125,Semiurban,170
197,197,2024-07-16,1,Male,Graduate,0,1,0,8333,Rural,187
198,198,2024-07-17,1,Female,Not Graduate,0,1,0,1907,Urban,120
199,199,2024-07-18,1,Female,Graduate,0,0,0,3416,Semiurban,113
200,200,2024-07-19,0,Male,Graduate,0,1,1,11000,Urban,83
201,201,2024-07-20,1,Male,Not Graduate,1,0,0,2600,Semiurban,90
202,202,2024-07-21,1,Male,Graduate,2,1,0,4923,Semiurban,166
203,203,2024-07-22,0,Male,Not Graduate,3,0,0,3992,Urban,
204,204,2024-07-23,1,Male,Not Graduate,1,0,0,3500,Urban,135
205,205,2024-07-24,1,Male,Not Graduate,2,0,0,3917,Semiurban,124
206,206,2024-07-25,1,Female,Not Graduate,0,1,0,4408,Semiurban,120
207,207,2024-07-26,1,Female,Graduate,0,1,0,3244,Urban,80
208,208,2024-07-27,1,Male,Not Graduate,0,1,0,3975,Rural,55
209,209,2024-07-28,1,Male,Graduate,0,1,0,2479,Urban,59
210,210,2024-07-29,0,Male,Graduate,0,1,0,3418,Semiurban,127
211,211,2024-07-30,0,Female,Graduate,0,1,0,10000,Semiurban,214
212,212,2024-07-31,0,Male,Graduate,3,0,0,3430,Semiurban,128
213,213,2024-08-01,1,Male,Graduate,1,0,1,7787,Urban,240
214,214,2024-08-02,1,Male,Not Graduate,3,0,1,5703,Rural,130
215,215,2024-08-03,1,Male,Graduate,0,0,0,3173,Urban,137
216,216,2024-08-04,1,Male,Not Graduate,3,0,0,3850,Semiurban,100
217,217,2024-08-05,0,Male,Graduate,0,0,0,150,Rural,135
218,218,2024-08-06,1,Male,Graduate,0,0,0,3727,Semiurban,131
219,219,2024-08-07,0,Male,Graduate,2,0,0,5000,Semiurban,72
220,220,2024-08-08,1,Female,Graduate,2,0,0,4283,Semiurban,127
221,221,2024-08-09,0,Male,Graduate,0,0,0,2221,Urban,60
222,222,2024-08-10,1,Male,Graduate,2,0,0,4009,Semiurban,116
223,223,2024-08-11,1,Male,Graduate,0,1,0,2971,Semiurban,144
224,224,2024-08-12,1,Male,Graduate,0,0,0,7578,Semiurban,175
225,225,2024-08-13,1,Male,Graduate,0,0,0,6250,Semiurban,128
226,226,2024-08-14,0,Male,Graduate,0,0,0,3250,Rural,170
227,227,2024-08-15,0,Male,Not Graduate,,0,1,4735,Urban,138
228,228,2024-08-16,1,Male,Graduate,2,0,0,6250,Semiurban,210
229,229,2024-08-17,1,Male,Graduate,,0,0,4758,Semiurban,158
230,230,2024-08-18,1,Male,Graduate,0,1,1,6400,Rural,200
231,231,2024-08-19,1,Male,Graduate,1,0,0,2491,Semiurban,104
232,232,2024-08-20,1,Male,Graduate,0,0,0,3716,Rural,42
233,233,2024-08-21,1,Male,Not Graduate,0,1,0,3189,Rural,120
234,234,2024-08-22,1,Female,Graduate,0,1,0,8333,Semiurban,280
235,235,2024-08-23,1,Male,Graduate,1,0,0,3155,Semiurban,140
236,236,2024-08-24,1,Male,Graduate,1,0,0,5500,Rural,170
237,237,2024-08-25,0,Male,Graduate,0,0,0,5746,Urban,255
238,238,2024-08-26,1,Female,Graduate,0,1,1,3463,Urban,122
239,239,2024-08-27,1,Female,Graduate,1,1,0,3812,Rural,112
240,240,2024-08-28,1,Male,Graduate,1,0,0,3315,Semiurban,96
241,241,2024-08-29,1,Male,Graduate,2,0,0,5819,Rural,120
242,242,2024-08-30,0,Male,Not Graduate,1,0,0,2510,Urban,140
243,243,2024-08-31,1,Male,Graduate,0,1,0,2965,Urban,155
244,244,2024-09-01,1,Male,Graduate,2,0,1,6250,Rural,108
245,245,2024-09-02,1,Male,Not Graduate,0,0,0,3406,Semiurban,123
246,246,2024-09-03,0,Male,Graduate,0,1,1,6050,Urban,120
247,247,2024-09-04,1,Male,Graduate,2,0,0,9703,Urban,112
248,248,2024-09-05,1,Male,Not Graduate,1,0,0,6608,Urban,137
249,249,2024-09-06,1,Male,Graduate,1,0,0,2882,Semiurban,123
250,250,2024-09-07,1,Male,Graduate,0,0,0,1809,Urban,90
251,251,2024-09-08,0,Male,Not Graduate,0,0,0,1668,Semiurban,201
252,252,2024-09-09,0,Female,Graduate,2,1,0,3427,Urban,138
253,253,2024-09-10,1,Male,Not Graduate,0,1,1,2583,Rural,104
254,254,2024-09-11,1,Male,Not Graduate,1,0,0,2661,Semiurban,279
255,255,2024-09-12,0,Male,Graduate,0,1,1,16250,Urban,192
256,256,2024-09-13,1,Female,Graduate,3,1,0,3083,Rural,255
257,257,2024-09-14,0,Male,Not Graduate,0,1,0,6045,Rural,115
258,258,2024-09-15,0,Male,Graduate,3,0,0,5250,Urban,94
259,259,2024-09-16,0,Male,Graduate,0,0,0,14683,Rural,304
260,260,2024-09-17,0,Male,Not Graduate,3,0,0,4931,Semiurban,128
261,261,2024-09-18,1,Male,Graduate,1,0,0,6083,Urban,330
262,262,2024-09-19,1,Male,Graduate,0,1,0,2060,Semiurban,134
263,263,2024-09-20,0,Female,Graduate,1,1,0,3481,Semiurban,155
264,264,2024-09-21,1,Female,Graduate,0,1,0,7200,Rural,120
265,265,2024-09-22,1,Male,Graduate,0,1,1,5166,Semiurban,128
266,266,2024-09-23,1,Male,Graduate,0,1,0,4095,Rural,151
267,267,2024-09-24,1,Male,Graduate,2,0,0,4708,Semiurban,150
268,268,2024-09-25,1,Male,Graduate,3,0,0,4333,Urban,160
269,269,2024-09-26,0,Female,Graduate,0,1,0,3418,Rural,135
270,270,2024-09-27,1,Female,Graduate,1,1,0,2876,Urban,90
271,271,2024-09-28,1,Female,Graduate,0,1,0,3237,Urban,30
272,272,2024-09-29,1,Male,Graduate,0,0,0,11146,Urban,136
273,273,2024-09-30,1,Male,Graduate,0,1,0,2833,Rural,126
274,274,2024-10-01,1,Male,Graduate,0,0,0,2620,Semiurban,150
275,275,2024-10-02,1,Male,Graduate,2,0,0,3900,Semiurban,90
276,276,2024-10-03,1,Male,Graduate,1,0,0,2750,Semiurban,115
277,277,2024-10-04,1,Male,Graduate,0,0,0,3993,Semiurban,207
278,278,2024-10-05,1,Male,Graduate,0,0,0,3103,Urban,80
279,279,2024-10-06,1,Male,Graduate,0,0,0,14583,Semiurban,436
280,280,2024-10-07,1,Female,Not Graduate,0,0,0,4100,Rural,124
281,281,2024-10-08,0,Male,Not Graduate,1,1,1,4053,Urban,158
282,282,2024-10-09,1,Male,Graduate,0,0,0,3927,Semiurban,112
283,283,2024-10-10,1,Male,Graduate,2,0,0,2301,Urban,78
284,284,2024-10-11,1,Female,Graduate,0,1,0,1811,Urban,54
285,285,2024-10-12,0,Male,Graduate,0,0,0,20667,Rural,
286,286,2024-10-13,1,Male,Graduate,0,1,0,3158,Rural,89
287,287,2024-10-14,0,Female,Graduate,0,1,1,2600,Semiurban,99
288,288,2024-10-15,1,Male,Graduate,0,0,0,3704,Rural,120
289,289,2024-10-16,1,Female,Graduate,0,1,0,4124,Semiurban,115
290,290,2024-10-17,1,Male,Graduate,0,1,0,9508,Rural,187
291,291,2024-10-18,1,Male,Graduate,0,0,0,3075,Rural,139
292,292,2024-10-19,0,Male,Graduate,2,0,0,4400,Semiurban,127
293,293,2024-10-20,1,Male,Graduate,2,0,0,3153,Urban,134
294,294,2024-10-21,0,Female,Graduate,,1,0,5417,Urban,143
295,295,2024-10-22,1,Male,Graduate,0,0,0,2383,Semiurban,172
296,296,2024-10-23,1,Male,Graduate,3,0,0,4416,Urban,110
297,297,2024-10-24,1,Male,Graduate,1,0,0,6875,Semiurban,200
298,298,2024-10-25,1,Female,Graduate,1,0,0,4666,Urban,135
299,299,2024-10-26,0,Female,Graduate,0,1,0,5000,Rural,151
300,300,2024-10-27,0,Male,Graduate,1,0,0,2014,Urban,113
301,301,2024-10-28,0,Male,Not Graduate,0,0,0,1800,Urban,93
302,302,2024-10-29,1,Male,Not Graduate,,0,0,2875,Semiurban,105
303,303,2024-10-30,1,Female,Graduate,0,1,0,5000,Rural,132
304,304,2024-10-31,1,Male,Graduate,1,0,0,1625,Urban,96
305,305,2024-11-01,1,Male,Graduate,0,1,0,4000,Rural,140
306,306,2024-11-02,0,Male,Not Graduate,0,1,0,2000,Urban,
307,307,2024-11-03,1,Female,Graduate,0,1,0,3762,Rural,135
308,308,2024-11-04,0,Female,Graduate,0,1,0,2400,Urban,104
309,309,2024-11-05,0,Male,Graduate,0,1,0,20233,Rural,480
